Fecha,Producto,Categoria,Sucursal,Cantidad,PrecioUnitario,CostoUnitario
2022-09-05,Silla Comer,Bebés,Santiago,1,40103,25427
2022-09-05,Pañales XL,Bebés,Concepción,3,47612,37848
2022-09-06,Notebook A,Tecnología,La Serena,2,337409,268480
2022-09-06,Pañales XL,Bebés,Santiago,1,38656,29362
2022-09-06,Refrigerador Y,Electrohogar,La Serena,3,180135,123870
2022-09-06,Tablet X,Tecnología,Valparaíso,2,351614,280954
2022-09-06,Balón Fútbol,Deportes,Santiago,1,55621,43868
2022-09-07,Coche Bebé,Bebés,Concepción,1,44656,28531
2022-09-07,Polera Básica,Ropa,La Serena,2,17591,11735
2022-09-07,Silla Gamer,Muebles,Concepción,3,93644,73384
2022-09-07,Mesa Centro,Muebles,Antofagasta,3,100301,74565
2022-09-07,Polera Básica,Ropa,La Serena,3,16363,11903
2022-09-07,Balón Fútbol,Deportes,Concepción,3,58420,40155
2022-09-08,Microondas M,Electrohogar,La Serena,1,181755,138889
2022-09-08,Silla Gamer,Muebles,Antofagasta,1,94964,65324
2022-09-08,Chaqueta Invierno,Ropa,Antofagasta,3,18979,11689
2022-09-08,Microondas M,Electrohogar,Valparaíso,2,138269,101455
2022-09-08,Balón Fútbol,Deportes,Valparaíso,3,63246,45178
2022-09-08,Jeans Slim,Ropa,Antofagasta,2,16562,9993
2022-09-08,Escritorio Pro,Muebles,La Serena,2,113276,70517
2022-09-08,Microondas M,Electrohogar,Concepción,2,157311,97006
2022-09-08,Pañales XL,Bebés,Santiago,3,49931,32907
2022-09-08,Silla Gamer,Muebles,Santiago,3,113047,89360
2022-09-08,Pañales XL,Bebés,La Serena,2,48276,31357
2022-09-08,Pañales XL,Bebés,Santiago,1,40301,28330
2022-09-08,Polera Básica,Ropa,Valparaíso,1,15057,9851
2022-09-08,Tablet X,Tecnología,Santiago,3,275880,199968
2022-09-08,Tablet X,Tecnología,Valparaíso,3,281673,188756
2022-09-08,Polera Básica,Ropa,Antofagasta,1,15752,10809
2022-09-09,Bicicleta MTB,Deportes,Antofagasta,2,58608,40313
2022-09-09,Silla Gamer,Muebles,Antofagasta,2,86452,63294
2022-09-09,Mesa Centro,Muebles,Valparaíso,3,81047,62911
2022-09-09,Bicicleta MTB,Deportes,Antofagasta,3,54486,43119
2022-09-09,Silla Comer,Bebés,La Serena,1,47780,29898
2022-09-09,Silla Gamer,Muebles,Valparaíso,2,114456,72024
2022-09-10,Balón Fútbol,Deportes,La Serena,1,58941,42362
2022-09-10,Notebook A,Tecnología,La Serena,1,366912,262991
2022-09-10,Jeans Slim,Ropa,La Serena,2,18790,14520
2022-09-10,Mesa Centro,Muebles,Antofagasta,2,94083,64393
2022-09-10,Escritorio Pro,Muebles,Santiago,3,113258,82636
2022-09-10,Silla Gamer,Muebles,Valparaíso,1,110208,77009
2022-09-10,Notebook A,Tecnología,Concepción,2,355117,261145
2022-09-10,Coche Bebé,Bebés,Concepción,1,41905,27707
2022-09-10,Mesa Centro,Muebles,Valparaíso,1,99381,76432
2022-09-10,Microondas M,Electrohogar,La Serena,1,153658,113486
2022-09-10,Escritorio Pro,Muebles,Valparaíso,2,90267,65070
2022-09-11,Balón Fútbol,Deportes,Concepción,2,73452,46771
2022-09-11,Silla Gamer,Muebles,La Serena,3,88231,65824
2022-09-11,Notebook A,Tecnología,Valparaíso,3,332489,257821
2022-09-11,Balón Fútbol,Deportes,Valparaíso,2,77795,48889
2022-09-11,Refrigerador Y,Electrohogar,Santiago,2,140283,94922
2022-09-11,Notebook A,Tecnología,Concepción,2,388970,289933
2022-09-11,Zapatillas Run,Deportes,Santiago,1,59428,40220
2022-09-11,Balón Fútbol,Deportes,Concepción,2,63466,45459
2022-09-11,Escritorio Pro,Muebles,Concepción,2,112417,69115
2022-09-11,Jeans Slim,Ropa,Antofagasta,1,14860,9723
2022-09-11,Notebook B,Tecnología,Concepción,2,277957,186595
2022-09-11,Microondas M,Electrohogar,La Serena,3,143555,98309
2022-09-12,Silla Comer,Bebés,Valparaíso,3,37679,27910
2022-09-12,Chaqueta Invierno,Ropa,Santiago,1,14236,9087
2022-09-12,Polera Básica,Ropa,Valparaíso,3,18185,12060
2022-09-12,Zapatillas Run,Deportes,Antofagasta,2,62463,48794
2022-09-12,Pañales XL,Bebés,La Serena,2,41512,28599
2022-09-12,Coche Bebé,Bebés,Antofagasta,2,42685,32984
2022-09-12,Mesa Centro,Muebles,Antofagasta,3,87161,66840
2022-09-12,Polera Básica,Ropa,La Serena,1,15820,12393
2022-09-12,Smartphone Z,Tecnología,La Serena,3,286894,192491
2022-09-13,Silla Gamer,Muebles,Santiago,2,104936,76981
2022-09-13,Silla Comer,Bebés,Santiago,3,50968,39120
2022-09-13,Polera Básica,Ropa,La Serena,2,17852,13889
2022-09-13,Pañales XL,Bebés,Santiago,2,36558,23473
2022-09-13,Pañales XL,Bebés,La Serena,3,49157,31489
2022-09-13,Notebook B,Tecnología,Valparaíso,2,287432,226868
2022-09-13,Mesa Centro,Muebles,Valparaíso,2,93081,64596
2022-09-13,Notebook A,Tecnología,Valparaíso,1,271104,210243
2022-09-13,Jeans Slim,Ropa,Concepción,3,16861,12130
2022-09-13,Coche Bebé,Bebés,Valparaíso,2,36993,26220
2022-09-13,Bicicleta MTB,Deportes,Antofagasta,2,71767,43352
2022-09-13,Bicicleta MTB,Deportes,Concepción,2,56966,36305
2022-09-13,Zapatillas Run,Deportes,Santiago,3,55652,33639
2022-09-13,Escritorio Pro,Muebles,La Serena,3,101671,62882
2022-09-14,Zapatillas Run,Deportes,Santiago,2,58956,38335
2022-09-14,Pañales XL,Bebés,Concepción,2,47900,29664
2022-09-14,Polera Básica,Ropa,Santiago,2,15846,11419
2022-09-14,Lavadora L,Electrohogar,Valparaíso,1,192245,130350
2022-09-14,Escritorio Pro,Muebles,Valparaíso,2,113912,89706
2022-09-14,Coche Bebé,Bebés,Valparaíso,1,41365,26881
2022-09-14,Chaqueta Invierno,Ropa,Concepción,1,17203,11631
2022-09-14,Coche Bebé,Bebés,Antofagasta,2,41722,31568
2022-09-14,Microondas M,Electrohogar,Santiago,2,146318,95134
2022-09-14,Silla Comer,Bebés,Antofagasta,1,41082,26132
2022-09-14,Coche Bebé,Bebés,Valparaíso,3,38469,23414
2022-09-14,Lavadora L,Electrohogar,Valparaíso,1,156723,108651
2022-09-15,Bicicleta MTB,Deportes,La Serena,1,73124,53989
2022-09-15,Coche Bebé,Bebés,Concepción,1,43504,32880
2022-09-15,Tablet X,Tecnología,Santiago,3,387745,245435
2022-09-15,Polera Básica,Ropa,Valparaíso,3,14931,10980
2022-09-15,Refrigerador Y,Electrohogar,Concepción,1,187908,134154
2022-09-15,Coche Bebé,Bebés,Antofagasta,3,44234,32133
2022-09-15,Chaqueta Invierno,Ropa,La Serena,3,15960,12164
2022-09-15,Polera Básica,Ropa,Antofagasta,3,17264,12831
2022-09-15,Jeans Slim,Ropa,Valparaíso,2,13771,9820
2022-09-15,Coche Bebé,Bebés,Antofagasta,1,45199,32904
2022-09-15,Silla Gamer,Muebles,La Serena,2,99429,74782
2022-09-15,Microondas M,Electrohogar,La Serena,1,177180,140750
2022-09-15,Lavadora L,Electrohogar,Concepción,2,155885,95183
2022-09-16,Coche Bebé,Bebés,Santiago,3,47083,34879
2022-09-16,Lavadora L,Electrohogar,Concepción,2,162102,122484
2022-09-16,Notebook B,Tecnología,Antofagasta,1,387740,237545
2022-09-16,Balón Fútbol,Deportes,Concepción,3,66814,47954
2022-09-16,Mesa Centro,Muebles,La Serena,3,86452,57772
2022-09-16,Coche Bebé,Bebés,Antofagasta,3,44679,33194
2022-09-16,Microondas M,Electrohogar,La Serena,2,140847,104405
2022-09-16,Lavadora L,Electrohogar,Concepción,3,151947,107767
2022-09-16,Notebook A,Tecnología,Antofagasta,3,309473,202290
2022-09-16,Microondas M,Electrohogar,Valparaíso,1,193925,142524
2022-09-16,Silla Gamer,Muebles,Santiago,1,99014,70452
2022-09-16,Silla Gamer,Muebles,Concepción,3,98831,74056
2022-09-16,Chaqueta Invierno,Ropa,Antofagasta,2,13792,9254
2022-09-16,Silla Comer,Bebés,Santiago,1,51757,35316
2022-09-17,Chaqueta Invierno,Ropa,La Serena,2,18990,14286
2022-09-17,Coche Bebé,Bebés,Santiago,1,42636,30849
2022-09-17,Zapatillas Run,Deportes,Concepción,2,59413,40303
2022-09-17,Bicicleta MTB,Deportes,La Serena,1,75594,52389
2022-09-17,Escritorio Pro,Muebles,Antofagasta,2,103005,68455
2022-09-17,Microondas M,Electrohogar,Valparaíso,3,139221,83825
2022-09-17,Balón Fútbol,Deportes,La Serena,3,70393,55380
2022-09-17,Zapatillas Run,Deportes,La Serena,2,66834,45256
2022-09-17,Silla Comer,Bebés,Valparaíso,1,36483,26219
2022-09-17,Zapatillas Run,Deportes,La Serena,2,58841,42852
2022-09-18,Polera Básica,Ropa,Antofagasta,3,17934,12409
2022-09-18,Notebook A,Tecnología,Santiago,1,323860,216775
2022-09-18,Notebook A,Tecnología,Santiago,1,299266,236867
2022-09-18,Notebook A,Tecnología,Antofagasta,3,381485,276088
2022-09-18,Silla Gamer,Muebles,Santiago,1,102881,73030
2022-09-18,Polera Básica,Ropa,La Serena,1,16129,10605
2022-09-18,Refrigerador Y,Electrohogar,Valparaíso,2,151416,120062
2022-09-18,Balón Fútbol,Deportes,Valparaíso,1,74922,53130
2022-09-18,Lavadora L,Electrohogar,Antofagasta,2,165766,110618
2022-09-18,Chaqueta Invierno,Ropa,Santiago,3,15170,9606
2022-09-18,Microondas M,Electrohogar,Antofagasta,3,185665,111775
2022-09-18,Refrigerador Y,Electrohogar,Antofagasta,3,169222,125220
2022-09-18,Silla Gamer,Muebles,La Serena,1,103098,80893
2022-09-19,Notebook A,Tecnología,Santiago,2,389216,301256
2022-09-19,Tablet X,Tecnología,Antofagasta,1,358108,269541
2022-09-19,Smartphone Z,Tecnología,Santiago,1,284030,190648
2022-09-19,Jeans Slim,Ropa,Concepción,3,15434,9437
2022-09-19,Mesa Centro,Muebles,Santiago,2,89573,64256
2022-09-19,Escritorio Pro,Muebles,Santiago,3,111674,71097
2022-09-19,Silla Comer,Bebés,La Serena,2,42199,26831
2022-09-19,Zapatillas Run,Deportes,Valparaíso,2,66450,44095
2022-09-19,Smartphone Z,Tecnología,Valparaíso,3,364929,270621
2022-09-19,Balón Fútbol,Deportes,Antofagasta,2,68657,49359
2022-09-19,Smartphone Z,Tecnología,Concepción,2,293294,202218
2022-09-19,Mesa Centro,Muebles,La Serena,1,110753,85305
2022-09-19,Coche Bebé,Bebés,Valparaíso,2,50144,30897
2022-09-19,Smartphone Z,Tecnología,Valparaíso,2,365656,271700
2022-09-19,Jeans Slim,Ropa,Valparaíso,1,19002,12227
2022-09-19,Silla Gamer,Muebles,La Serena,2,95411,70243
2022-09-19,Coche Bebé,Bebés,Concepción,2,39576,29096
2022-09-20,Lavadora L,Electrohogar,Antofagasta,3,185619,143412
2022-09-20,Smartphone Z,Tecnología,Valparaíso,2,345760,251688
2022-09-20,Chaqueta Invierno,Ropa,Valparaíso,2,14137,9477
2022-09-20,Notebook B,Tecnología,Antofagasta,1,389521,263815
2022-09-20,Notebook A,Tecnología,Santiago,2,276081,197797
2022-09-20,Balón Fútbol,Deportes,Valparaíso,2,63821,45658
2022-09-20,Polera Básica,Ropa,Santiago,2,15584,10556
2022-09-20,Bicicleta MTB,Deportes,Santiago,2,72642,51008
2022-09-20,Notebook B,Tecnología,La Serena,1,387135,280980
2022-09-21,Chaqueta Invierno,Ropa,La Serena,2,19431,14924
2022-09-21,Jeans Slim,Ropa,Antofagasta,3,16048,12742
2022-09-21,Balón Fútbol,Deportes,La Serena,2,71368,43625
2022-09-21,Refrigerador Y,Electrohogar,Antofagasta,1,156533,98028
2022-09-21,Polera Básica,Ropa,Concepción,3,17171,11683
2022-09-21,Escritorio Pro,Muebles,La Serena,3,98190,66825
2022-09-21,Silla Gamer,Muebles,Concepción,3,116592,84920
2022-09-21,Silla Comer,Bebés,La Serena,1,38083,30016
2022-09-21,Chaqueta Invierno,Ropa,Antofagasta,3,14325,11106
2022-09-21,Lavadora L,Electrohogar,Santiago,1,140676,88205
2022-09-21,Silla Comer,Bebés,Valparaíso,3,37166,29596
2022-09-21,Notebook A,Tecnología,Antofagasta,2,276951,169450
2022-09-21,Silla Gamer,Muebles,Valparaíso,3,90204,62238
2022-09-21,Silla Comer,Bebés,Valparaíso,1,39192,29886
2022-09-22,Zapatillas Run,Deportes,Concepción,1,58906,39560
2022-09-22,Balón Fútbol,Deportes,La Serena,1,71414,45782
2022-09-22,Mesa Centro,Muebles,Concepción,1,87904,59665
2022-09-22,Silla Comer,Bebés,La Serena,3,51952,33282
2022-09-22,Zapatillas Run,Deportes,La Serena,3,60612,46559
2022-09-22,Refrigerador Y,Electrohogar,Antofagasta,1,168619,110979
2022-09-22,Refrigerador Y,Electrohogar,Santiago,2,166538,132783
2022-09-22,Notebook B,Tecnología,Concepción,1,270715,169234
2022-09-22,Mesa Centro,Muebles,Valparaíso,2,102750,68035
2022-09-23,Tablet X,Tecnología,Antofagasta,2,347805,246371
2022-09-23,Chaqueta Invierno,Ropa,La Serena,2,13860,10797
2022-09-23,Zapatillas Run,Deportes,Valparaíso,3,69811,43669
2022-09-23,Mesa Centro,Muebles,Concepción,1,97669,76490
2022-09-23,Notebook B,Tecnología,La Serena,3,364672,272966
2022-09-23,Escritorio Pro,Muebles,Concepción,1,115223,75874
2022-09-23,Pañales XL,Bebés,Santiago,1,46762,31721
2022-09-23,Jeans Slim,Ropa,Concepción,1,18219,13349
2022-09-23,Zapatillas Run,Deportes,Concepción,3,65111,42126
2022-09-23,Polera Básica,Ropa,Santiago,1,13669,9401
2022-09-24,Tablet X,Tecnología,Antofagasta,2,375160,238650
2022-09-24,Refrigerador Y,Electrohogar,La Serena,1,148646,99685
2022-09-24,Balón Fútbol,Deportes,Antofagasta,2,76230,49698
2022-09-24,Jeans Slim,Ropa,Antofagasta,2,15413,10969
2022-09-24,Zapatillas Run,Deportes,Antofagasta,3,70282,44481
2022-09-24,Coche Bebé,Bebés,Santiago,3,46285,29643
2022-09-24,Notebook B,Tecnología,Valparaíso,1,289318,206970
2022-09-24,Escritorio Pro,Muebles,Valparaíso,1,116537,86615
2022-09-24,Balón Fútbol,Deportes,La Serena,3,58961,39924
2022-09-24,Silla Gamer,Muebles,Valparaíso,1,97358,60026
2022-09-24,Bicicleta MTB,Deportes,Santiago,1,59322,46009
2022-09-25,Zapatillas Run,Deportes,Santiago,1,59470,47044
2022-09-25,Jeans Slim,Ropa,Antofagasta,1,18808,12963
2022-09-25,Lavadora L,Electrohogar,Valparaíso,2,171438,135250
2022-09-25,Jeans Slim,Ropa,La Serena,2,15807,9665
2022-09-25,Microondas M,Electrohogar,Antofagasta,2,152765,106660
2022-09-25,Smartphone Z,Tecnología,La Serena,1,348818,262764
2022-09-25,Mesa Centro,Muebles,La Serena,3,111720,77752
2022-09-25,Zapatillas Run,Deportes,Antofagasta,3,74116,54581
2022-09-25,Balón Fútbol,Deportes,La Serena,2,66748,43389
2022-09-26,Escritorio Pro,Muebles,La Serena,3,100034,70027
2022-09-26,Escritorio Pro,Muebles,La Serena,2,83429,51219
2022-09-26,Balón Fútbol,Deportes,Santiago,1,59199,37928
2022-09-26,Refrigerador Y,Electrohogar,Antofagasta,1,143459,108014
2022-09-26,Refrigerador Y,Electrohogar,Antofagasta,2,191376,137340
2022-09-26,Lavadora L,Electrohogar,La Serena,2,140405,96407
2022-09-26,Balón Fútbol,Deportes,Valparaíso,2,69643,50137
2022-09-26,Jeans Slim,Ropa,Concepción,3,18715,11889
2022-09-26,Pañales XL,Bebés,Concepción,3,48721,37565
2022-09-26,Pañales XL,Bebés,La Serena,3,45902,33394
2022-09-26,Microondas M,Electrohogar,Antofagasta,3,161502,108447
2022-09-26,Silla Gamer,Muebles,Valparaíso,2,99769,70609
2022-09-26,Zapatillas Run,Deportes,La Serena,3,70635,44017
2022-09-27,Jeans Slim,Ropa,Concepción,1,17227,13166
2022-09-27,Polera Básica,Ropa,Valparaíso,3,17594,12532
2022-09-27,Microondas M,Electrohogar,Concepción,2,168670,131567
2022-09-27,Mesa Centro,Muebles,Valparaíso,3,88668,70194
2022-09-27,Bicicleta MTB,Deportes,Santiago,1,70555,47553
2022-09-27,Chaqueta Invierno,Ropa,Concepción,1,18447,13537
2022-09-27,Escritorio Pro,Muebles,Valparaíso,1,95506,72378
2022-09-27,Chaqueta Invierno,Ropa,Antofagasta,3,17575,12966
2022-09-28,Silla Gamer,Muebles,Antofagasta,3,109179,77765
2022-09-28,Bicicleta MTB,Deportes,Valparaíso,2,57003,35584
2022-09-28,Balón Fútbol,Deportes,Valparaíso,3,60296,41195
2022-09-28,Bicicleta MTB,Deportes,La Serena,2,59416,44298
2022-09-28,Jeans Slim,Ropa,Antofagasta,1,16048,10331
2022-09-28,Lavadora L,Electrohogar,La Serena,2,145236,99145
2022-09-28,Silla Comer,Bebés,La Serena,1,48411,32992
2022-09-28,Chaqueta Invierno,Ropa,Antofagasta,1,14684,10417
2022-09-28,Silla Comer,Bebés,Santiago,2,49956,32999
2022-09-28,Tablet X,Tecnología,La Serena,2,358838,225757
2022-09-28,Balón Fútbol,Deportes,Valparaíso,1,61619,46094
2022-09-29,Mesa Centro,Muebles,Valparaíso,1,92551,72386
2022-09-29,Lavadora L,Electrohogar,Concepción,3,190088,147389
2022-09-29,Smartphone Z,Tecnología,La Serena,2,345927,240461
2022-09-29,Tablet X,Tecnología,Antofagasta,3,381653,239666
2022-09-29,Lavadora L,Electrohogar,Concepción,3,165850,113493
2022-09-29,Balón Fútbol,Deportes,Santiago,1,68644,44395
2022-09-29,Smartphone Z,Tecnología,Valparaíso,3,381899,246760
2022-09-29,Pañales XL,Bebés,Valparaíso,3,47392,33564
2022-09-29,Silla Gamer,Muebles,Concepción,2,86767,62326
2022-09-30,Silla Comer,Bebés,Santiago,2,45117,30493
2022-09-30,Polera Básica,Ropa,Valparaíso,3,18399,13988
2022-09-30,Balón Fútbol,Deportes,Antofagasta,1,75600,52987
2022-09-30,Notebook B,Tecnología,Santiago,1,348440,270948
2022-09-30,Lavadora L,Electrohogar,Antofagasta,1,142284,85785
2022-09-30,Notebook A,Tecnología,Valparaíso,3,326373,225896
2022-09-30,Jeans Slim,Ropa,Valparaíso,2,18858,12015
2022-09-30,Bicicleta MTB,Deportes,La Serena,2,59632,46496
2022-10-01,Silla Comer,Bebés,La Serena,3,47113,35384
2022-10-01,Lavadora L,Electrohogar,Concepción,1,136388,105867
2022-10-01,Silla Gamer,Muebles,Valparaíso,1,101545,75732
2022-10-01,Tablet X,Tecnología,Valparaíso,2,382883,230690
2022-10-01,Microondas M,Electrohogar,Santiago,1,174358,112192
2022-10-01,Lavadora L,Electrohogar,Valparaíso,1,177562,137189
2022-10-01,Microondas M,Electrohogar,Valparaíso,3,148529,99834
2022-10-01,Refrigerador Y,Electrohogar,Concepción,2,144777,108288
2022-10-01,Silla Comer,Bebés,Valparaíso,1,47595,35476
2022-10-01,Silla Gamer,Muebles,Concepción,3,103631,63240
2022-10-01,Chaqueta Invierno,Ropa,Santiago,2,18532,12471
2022-10-01,Balón Fútbol,Deportes,Antofagasta,3,68690,43667
2022-10-01,Polera Básica,Ropa,Santiago,2,13890,10811
2022-10-01,Mesa Centro,Muebles,Antofagasta,2,93481,65550
2022-10-01,Zapatillas Run,Deportes,Antofagasta,2,59547,42562
2022-10-01,Chaqueta Invierno,Ropa,La Serena,3,18380,13720
2022-10-02,Microondas M,Electrohogar,Valparaíso,2,156577,95919
2022-10-02,Refrigerador Y,Electrohogar,Valparaíso,1,176891,119164
2022-10-02,Escritorio Pro,Muebles,Antofagasta,3,101521,71008
2022-10-02,Silla Gamer,Muebles,Santiago,3,108230,69439
2022-10-02,Chaqueta Invierno,Ropa,Santiago,1,18898,13042
2022-10-02,Coche Bebé,Bebés,Concepción,1,38911,29266
2022-10-02,Bicicleta MTB,Deportes,La Serena,2,66750,43340
2022-10-02,Silla Comer,Bebés,La Serena,2,37342,29606
2022-10-02,Jeans Slim,Ropa,Concepción,1,17575,11187
2022-10-02,Bicicleta MTB,Deportes,Antofagasta,2,61936,42986
2022-10-02,Lavadora L,Electrohogar,La Serena,1,165965,106720
2022-10-02,Balón Fútbol,Deportes,Valparaíso,2,61081,41639
2022-10-03,Microondas M,Electrohogar,Valparaíso,3,149448,114026
2022-10-03,Escritorio Pro,Muebles,Concepción,1,101997,68569
2022-10-03,Pañales XL,Bebés,La Serena,2,44278,34340
2022-10-03,Polera Básica,Ropa,Santiago,1,15405,12154
2022-10-03,Refrigerador Y,Electrohogar,Antofagasta,2,162365,128904
2022-10-03,Notebook A,Tecnología,Concepción,1,383886,285030
2022-10-03,Mesa Centro,Muebles,Concepción,3,102209,74943
2022-10-04,Zapatillas Run,Deportes,Concepción,1,71366,49240
2022-10-04,Zapatillas Run,Deportes,Valparaíso,3,71720,44051
2022-10-04,Refrigerador Y,Electrohogar,Antofagasta,2,185619,114488
2022-10-04,Notebook A,Tecnología,Santiago,2,289902,190461
2022-10-04,Mesa Centro,Muebles,Santiago,3,93939,64338
2022-10-04,Smartphone Z,Tecnología,Antofagasta,2,318160,233146
2022-10-04,Balón Fútbol,Deportes,Valparaíso,3,68266,48388
2022-10-05,Jeans Slim,Ropa,Valparaíso,3,15724,11592
2022-10-05,Chaqueta Invierno,Ropa,Valparaíso,1,18373,11611
2022-10-05,Bicicleta MTB,Deportes,Antofagasta,1,61174,45384
2022-10-05,Bicicleta MTB,Deportes,Valparaíso,3,62807,40891
2022-10-05,Silla Gamer,Muebles,Concepción,3,94452,60828
2022-10-05,Bicicleta MTB,Deportes,Antofagasta,1,59065,35719
2022-10-05,Refrigerador Y,Electrohogar,Antofagasta,2,170325,116443
2022-10-05,Balón Fútbol,Deportes,Valparaíso,2,67773,51969
2022-10-05,Balón Fútbol,Deportes,La Serena,2,56921,34617
2022-10-06,Bicicleta MTB,Deportes,Concepción,3,75744,48728
2022-10-06,Chaqueta Invierno,Ropa,Antofagasta,2,14595,9689
2022-10-06,Bicicleta MTB,Deportes,La Serena,2,60867,40647
2022-10-06,Lavadora L,Electrohogar,Concepción,2,176645,123691
2022-10-06,Mesa Centro,Muebles,Santiago,1,109178,78242
2022-10-06,Notebook A,Tecnología,Valparaíso,1,378542,247660
2022-10-06,Microondas M,Electrohogar,Antofagasta,3,177448,115655
2022-10-06,Chaqueta Invierno,Ropa,La Serena,2,15657,10548
2022-10-06,Escritorio Pro,Muebles,Antofagasta,2,93880,65144
2022-10-06,Jeans Slim,Ropa,Antofagasta,1,13660,10135
2022-10-07,Microondas M,Electrohogar,Valparaíso,1,152898,114157
2022-10-07,Zapatillas Run,Deportes,Valparaíso,1,58351,45758
2022-10-07,Smartphone Z,Tecnología,La Serena,1,324797,195263
2022-10-07,Polera Básica,Ropa,Antofagasta,1,18100,10960
2022-10-07,Polera Básica,Ropa,Valparaíso,3,16327,10796
2022-10-07,Lavadora L,Electrohogar,Concepción,2,191207,115121
2022-10-07,Tablet X,Tecnología,Santiago,3,277874,180816
2022-10-07,Tablet X,Tecnología,Concepción,3,323361,210538
2022-10-07,Chaqueta Invierno,Ropa,La Serena,1,18224,12427
2022-10-08,Jeans Slim,Ropa,La Serena,2,18479,14739
2022-10-08,Escritorio Pro,Muebles,Valparaíso,2,99748,68807
2022-10-08,Microondas M,Electrohogar,La Serena,1,171379,111836
2022-10-08,Zapatillas Run,Deportes,Valparaíso,1,74196,56557
2022-10-08,Jeans Slim,Ropa,Antofagasta,3,13946,10819
2022-10-08,Bicicleta MTB,Deportes,Santiago,1,67192,50229
2022-10-08,Chaqueta Invierno,Ropa,Santiago,2,16190,11056
2022-10-08,Microondas M,Electrohogar,La Serena,2,184003,122889
2022-10-08,Lavadora L,Electrohogar,Santiago,3,142423,97658
2022-10-08,Microondas M,Electrohogar,Santiago,1,185014,118208
2022-10-08,Bicicleta MTB,Deportes,Santiago,3,77645,48097
2022-10-08,Zapatillas Run,Deportes,Antofagasta,1,54584,36779
2022-10-08,Escritorio Pro,Muebles,La Serena,3,89689,62751
2022-10-08,Tablet X,Tecnología,Santiago,3,312068,220469
2022-10-08,Balón Fútbol,Deportes,Santiago,3,72783,44984
2022-10-08,Coche Bebé,Bebés,Santiago,2,50953,36546
2022-10-08,Escritorio Pro,Muebles,Santiago,3,115974,76041
2022-10-09,Microondas M,Electrohogar,Antofagasta,3,172093,108910
2022-10-09,Polera Básica,Ropa,Valparaíso,1,17830,12807
2022-10-09,Polera Básica,Ropa,Valparaíso,1,14064,9564
2022-10-09,Pañales XL,Bebés,Antofagasta,3,44506,28254
2022-10-09,Notebook A,Tecnología,Valparaíso,2,322931,200123
2022-10-09,Tablet X,Tecnología,Concepción,3,285368,225324
2022-10-09,Zapatillas Run,Deportes,Concepción,2,66458,49810
2022-10-10,Tablet X,Tecnología,Antofagasta,1,350379,260984
2022-10-10,Zapatillas Run,Deportes,La Serena,2,55590,40678
2022-10-10,Chaqueta Invierno,Ropa,Santiago,1,13642,8219
2022-10-10,Escritorio Pro,Muebles,Concepción,3,114126,70268
2022-10-10,Lavadora L,Electrohogar,Valparaíso,2,147820,106065
2022-10-10,Tablet X,Tecnología,Valparaíso,3,333206,223347
2022-10-10,Zapatillas Run,Deportes,Concepción,1,64770,45318
2022-10-10,Balón Fútbol,Deportes,La Serena,3,74374,47907
2022-10-10,Microondas M,Electrohogar,Valparaíso,3,153573,97731
2022-10-11,Mesa Centro,Muebles,Concepción,1,107039,72395
2022-10-11,Smartphone Z,Tecnología,Concepción,2,334635,251110
2022-10-11,Refrigerador Y,Electrohogar,La Serena,2,174077,108628
2022-10-11,Chaqueta Invierno,Ropa,Antofagasta,3,17703,11529
2022-10-11,Polera Básica,Ropa,La Serena,3,17958,12093
2022-10-11,Balón Fútbol,Deportes,Santiago,1,75948,60170
2022-10-11,Notebook A,Tecnología,La Serena,1,362624,263878
2022-10-11,Escritorio Pro,Muebles,Santiago,3,113457,77578
2022-10-11,Refrigerador Y,Electrohogar,Valparaíso,3,188401,131932
2022-10-11,Chaqueta Invierno,Ropa,Concepción,2,18332,11013
2022-10-11,Escritorio Pro,Muebles,Santiago,1,99260,79110
2022-10-11,Lavadora L,Electrohogar,La Serena,1,168485,112625
2022-10-11,Escritorio Pro,Muebles,Concepción,1,83027,54531
2022-10-11,Zapatillas Run,Deportes,Antofagasta,2,77006,59634
2022-10-12,Lavadora L,Electrohogar,Santiago,1,157363,96078
2022-10-12,Escritorio Pro,Muebles,Antofagasta,3,82865,54423
2022-10-12,Zapatillas Run,Deportes,La Serena,2,74452,51658
2022-10-12,Jeans Slim,Ropa,La Serena,1,14439,10719
2022-10-12,Refrigerador Y,Electrohogar,La Serena,2,164420,111558
2022-10-12,Balón Fútbol,Deportes,Valparaíso,3,64868,42077
2022-10-12,Silla Gamer,Muebles,Concepción,2,88219,62988
2022-10-12,Zapatillas Run,Deportes,La Serena,1,71749,50809
2022-10-12,Coche Bebé,Bebés,La Serena,3,39835,30591
2022-10-12,Coche Bebé,Bebés,La Serena,2,42092,25294
2022-10-12,Refrigerador Y,Electrohogar,La Serena,1,163400,116582
2022-10-12,Bicicleta MTB,Deportes,Valparaíso,3,67226,51368
2022-10-12,Lavadora L,Electrohogar,Antofagasta,1,137431,82586
2022-10-12,Balón Fútbol,Deportes,La Serena,3,75320,53288
2022-10-12,Tablet X,Tecnología,La Serena,1,288383,175449
2022-10-12,Lavadora L,Electrohogar,Valparaíso,1,151764,117400
2022-10-12,Balón Fútbol,Deportes,Valparaíso,1,75316,51933
2022-10-12,Silla Comer,Bebés,La Serena,3,41686,27391
